Subject_ID,Year_Exposure,Role_Group,Actively_Recruited,Recruiter1,Loc_Habitation_State1,Loc_Habitation_City1,Country,lat,long
6468,2015,Follower,Unknown,Unknown,Pennsylvania,Lewisburg,United States,40.9645337,-76.8847639
6469,2013,Follower,NotRecruited,Not recruited,North Carolina,Hot Springs,United States,35.8923253,-82.8290318
6471,2016,NoGroup,NotRecruited,Not recruited,Indiana,Jeffersonville,United States,38.2770227,-85.7371604
6472,2016,Unknown,Unknown,Unknown,Illinois,Godfrey,United States,38.9556031,-90.1867765
6473,2016,Leader,Unknown,Unknown,Texas,Houston,United States,29.7589382,-95.3676974
6476,2016,Leader,NotRecruited,Not recruited,Tennessee,Surgoinsville,United States,36.4709298,-82.851829
6477,2016,Unknown,NotRecruited,Not recruited,Indiana,Indianapolis,United States,39.7683331,-86.1583502
6480,2016,NoGroup,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6481,2016,NoGroup,NotRecruited,Not recruited,Florida,Port Saint Lucie,United States,27.2939333,-80.3503283
6482,2016,Unknown,NotRecruited,Not recruited,Kentucky,Maysville,United States,38.6474569,-83.7644793
6483,2016,NoGroup,NotRecruited,Not recruited,Florida,Fort Pierce,United States,27.4467056,-80.3256056
6484,2016,Unknown,Unknown,Unknown,New Jersey,Elizabeth,United States,40.6639916,-74.2107006
6485,2016,Unknown,Unknown,Unknown,Minnesota,Saint Cloud,United States,45.5616075,-94.1642004
6488,2016,Leader,NotRecruited,Not recruited,Arizona,Chino Valley,United States,34.7575227,-112.45378
6491,2016,Unknown,NotRecruited,Not recruited,Maryland,Hyattsville,United States,38.9529442,-76.9408647
6492,2014,Unknown,NotRecruited,Not recruited,California,Los Angeles,United States,34.0536909,-118.242766
6505,2016,Unknown,NotRecruited,Not recruited,Louisiana,Ponchatoula,United States,30.4388041,-90.4414762
6506,2016,Unknown,Unknown,Unknown,Texas,Beaumont,United States,30.0829344,-94.0984277
6507,2016,Follower,NotRecruited,Not recruited,Arizona,Florence,United States,33.0314508,-111.387343
6508,2016,Follower,NotRecruited,Not recruited,Kansas,Liberal,United States,37.0430812,-100.920999
6509,2016,Leader,NotRecruited,Not recruited,Kansas,Liberal,United States,37.0430812,-100.920999
6510,2016,Follower,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6511,2016,Leader,NotRecruited,Not recruited,Wisconsin,Milwaukee,United States,43.0386475,-87.9090751
6512,2016,Follower,NotRecruited,Not recruited,Wisconsin,Milwaukee,United States,43.0386475,-87.9090751
6513,2015,Unknown,Unknown,Unknown,West Virginia,Mineral Wells,United States,39.1904082,-81.5320773
6515,2015,Unknown,Unknown,Unknown,Florida,West Palm Beach,United States,26.715364,-80.0532942
6516,2015,Unknown,NotRecruited,Not recruited,North Carolina,Dudley,United States,35.2673857,-78.0374891
6517,2015,NoGroup,NotRecruited,Not recruited,West Virginia,Elkins,United States,38.925927,-79.8466552
6518,2015,Associate,NotRecruited,Not recruited,New York,Whitehall,United States,43.5557537,-73.4035591
6519,2016,Follower,Unknown,Unknown,Arizona,Florence,United States,33.0314508,-111.387343
6520,2012,NoGroup,NotRecruited,Not recruited,Arizona,Coolidge,United States,32.977839,-111.517624
6522,2015,Follower,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6523,2016,Leader,Unknown,Unknown,Washington,Seattle,United States,47.6038321,-122.330062
6524,2016,Leader,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6525,2016,Follower,NotRecruited,Not recruited,Oregon,Corvallis,United States,44.5645659,-123.2620435
6526,2016,Follower,Unknown,Unknown,Washington,Seattle,United States,47.6038321,-122.330062
6527,2016,Follower,NotRecruited,Not recruited,Rhode Island,Providence,United States,41.8239891,-71.4128343
6530,2016,NoGroup,NotRecruited,Not recruited,California,Agoura Hills,United States,34.1481692,-118.7655456
6531,2012,Follower,NotRecruited,Not recruited,Tennessee,Minor Hill,United States,35.0555363,-87.1578671
6532,2012,Follower,NotRecruited,Not recruited,Tennessee,Minor Hill,United States,35.0555363,-87.1578671
6533,2016,Follower,Unknown,Unknown,Michigan,Lansing,United States,42.7338254,-84.5546295
6534,2016,Leader,Unknown,Unknown,Michigan,Lansing,United States,42.7338254,-84.5546295
6537,2016,Unknown,NotRecruited,Not recruited,Ohio,Columbus,United States,39.9622601,-83.0007065
6540,2015,NoGroup,Unknown,Unknown,Missouri,Saint Louis,United States,38.6254063,-90.190009
6541,2015,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6542,2015,NoGroup,Unknown,Unknown,Kentucky,Shepherdsville,United States,37.9885936,-85.7158246
6544,2015,NoGroup,NotRecruited,Not recruited,Texas,Austin,United States,30.2711286,-97.7436995
6547,2014,Follower,Unknown,Unknown,California,-99,United States,37.4122712,-121.9576697
6548,2014,Follower,Unknown,Unknown,California,San Diego,United States,32.7174202,-117.162772
6549,2014,NoGroup,NotRecruited,Not recruited,Washington,Bellevue,United States,47.6144219,-122.192337
6558,2012,Leader,Unknown,Unknown,Indiana,Bloomington,United States,39.1670396,-86.5342881
6559,2012,Follower,Recruited,Other,Ohio,Lakewood,United States,41.4819932,-81.7981908
6560,2012,Follower,NotRecruited,Not recruited,Ohio,Cleveland,United States,41.4996574,-81.6936772
6561,2012,Follower,NotRecruited,Not recruited,Ohio,Berea,United States,41.3661614,-81.8543026
6562,2012,Follower,Recruited,Other,Ohio,Cleveland,United States,41.4996574,-81.6936772
6575,2016,NoGroup,NotRecruited,Not recruited,Florida,Wilton Manors,United States,26.1603626,-80.138934
6580,2016,Unknown,NotRecruited,Not recruited,Indiana,Crown Point,United States,41.4169806,-87.3653136
6581,2015,Leader,Recruited,Other,Georgia,Atlanta,United States,33.7544657,-84.3898151
6582,2015,Follower,NotRecruited,Not recruited,Kentucky,Frankfort,United States,38.2009055,-84.8732836
6583,2016,Unknown,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6584,2016,Unknown,NotRecruited,Not recruited,Ohio,Columbus,United States,39.9622601,-83.0007065
6585,2016,Unknown,Unknown,Unknown,Alabama,Birmingham,United States,33.5206824,-86.8024326
6586,2016,Unknown,NotRecruited,Not recruited,Alabama,Birmingham,United States,33.5206824,-86.8024326
6587,2016,Unknown,NotRecruited,Not recruited,Arizona,Phoenix,United States,33.4484367,-112.074141
6588,2016,Unknown,NotRecruited,Not recruited,Virginia,Suffolk,United States,36.7281341,-76.5834683
6594,2013,Follower,Unknown,Not recruited,Minnesota,Minneapolis,United States,44.9772995,-93.2654692
6596,2017,NoGroup,NotRecruited,Not recruited,Michigan,Kentwood,United States,42.8694731,-85.6447492
6597,2012,Unknown,NotRecruited,Not recruited,Minnesota,Saint Paul,United States,44.9497487,-93.0931028
6599,2003,Follower,Unknown,Unknown,New York,New York,United States,40.7127281,-74.0060152
6600,2013,Leader,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6601,2012,Follower,Unknown,Unknown,Pennsylvania,Philadelphia,United States,39.9527237,-75.1635262
6602,2016,Unknown,NotRecruited,Not recruited,Missouri,Saint Joseph,United States,39.7686055,-94.8466322
6604,2016,Follower,Unknown,Unknown,Florida,Miami,United States,25.7741566,-80.1935973
6606,2015,Follower,Unknown,Unknown,Michigan,Flushing,United States,43.0630834,-83.8510732
6607,2017,Follower,NotRecruited,Group member,District of Columbia,Washington,United States,38.8950982,-77.0363849
6610,2017,Leader,NotRecruited,Not recruited,California,Los Molinos,United States,40.0212684,-122.100266
6611,2017,Follower,Unknown,Unknown,Idaho,Nampa,United States,43.5780381,-116.5616885
6612,2017,Unknown,NotRecruited,Not recruited,Alaska,Anchorage,United States,61.2163129,-149.894852
6613,2017,Unknown,NotRecruited,Not recruited,Texas,Pampa,United States,35.536297,-100.9601552
6616,2017,NoGroup,NotRecruited,Not recruited,California,Davis,United States,38.5435526,-121.739005
6618,2011,Unknown,NotRecruited,Not recruited,New Jersey,Pennsville,United States,39.6534464,-75.5165881
6619,2017,Follower,Unknown,Unknown,District of Columbia,Washington,United States,38.8950982,-77.0363849
6620,2017,NoGroup,NotRecruited,Not recruited,South Carolina,Conway,United States,33.8360035,-79.0478143
6621,2017,Unknown,NotRecruited,Not recruited,Missouri,Columbia,United States,38.951883,-92.3337366
6622,2017,Unknown,NotRecruited,Not recruited,North Carolina,Cary,United States,35.7882893,-78.7812081
6623,2017,NoGroup,NotRecruited,Not recruited,Kansas,Olathe,United States,38.8838856,-94.81887
6627,2006,Leader,NotRecruited,Not recruited,Wisconsin,Madison,United States,43.07469,-89.3841663
6628,2017,Unknown,NotRecruited,Not recruited,New York,Commack,United States,40.8428759,-73.2928943
6629,2017,NoGroup,NotRecruited,Not recruited,North Carolina,Richlands,United States,34.8999056,-77.5463018
6630,2012,NoGroup,NotRecruited,Not recruited,Florida,Pensacola,United States,30.421309,-87.2169149
6636,2011,Associate,NotRecruited,Not recruited,Georgia,Fort Stewart,United States,31.8694349,-81.6077657
6637,2011,Follower,Recruited,Group member,Georgia,Fort Stewart,United States,31.8694349,-81.6077657
6638,2011,Leader,Recruited,Group member,Georgia,Fort Stewart,United States,31.8694349,-81.6077657
6640,2011,Follower,Unknown,Unknown,Georgia,Newnan,United States,33.3806716,-84.7996573
6641,2017,Unknown,NotRecruited,Not recruited,Texas,Victoria,United States,28.7997547,-97.0064246
6642,2017,NoGroup,NotRecruited,Not recruited,Illinois,Chicago,United States,41.8755616,-87.6244212
6643,2017,NoGroup,NotRecruited,Not recruited,Oregon,Salem,United States,44.9391565,-123.033121
6644,2017,NoGroup,NotRecruited,Not recruited,Florida,Fort Pierce,United States,27.4467056,-80.3256056
6645,2017,Unknown,Unknown,Unknown,Maryland,Baltimore,United States,39.2908816,-76.610759
6646,2017,NoGroup,NotRecruited,Not recruited,Maryland,Salisbury,United States,38.366027,-75.6009964
6647,2016,NoGroup,NotRecruited,Not recruited,Pennsylvania,Bethel Park,United States,40.3275697,-80.0394977
6649,2010,NoGroup,NotRecruited,Not recruited,Oregon,Corvallis,United States,44.5645659,-123.2620435
6651,2017,Follower,Unknown,Unknown,Illinois,Schaumburg,United States,42.0333608,-88.083406
6652,2017,Unknown,NotRecruited,Not recruited,Tennessee,Oak Ridge,United States,36.0103562,-84.2696449
6653,2017,Unknown,NotRecruited,Not recruited,Tennessee,Andersonville,United States,36.1986898,-84.0371392
6654,2001,Unknown,NotRecruited,Not recruited,Florida,-99,United States,27.0712127,-82.3200247
6655,2017,Unknown,NotRecruited,Not recruited,Tennessee,Powell,United States,36.0317472,-84.0279677
6656,2017,Unknown,NotRecruited,Not recruited,Tennessee,Del Rio,United States,35.9198223,-83.0257054
6657,2017,Unknown,NotRecruited,Not recruited,Tennessee,Newport,United States,35.9670412,-83.1876578
6658,2017,Unknown,NotRecruited,Not recruited,Tennessee,Greeneville,United States,36.1631981,-82.8310464
6659,2017,Unknown,NotRecruited,Not recruited,Tennessee,Powell,United States,36.0317472,-84.0279677
6660,2017,Unknown,NotRecruited,Not recruited,Tennessee,Powell,United States,36.0317472,-84.0279677
6661,2017,Unknown,NotRecruited,Not recruited,Tennessee,Clinton,United States,36.1034126,-84.1318632
6662,2017,NoGroup,NotRecruited,Not recruited,Colorado,Fort Collins,United States,40.5871782,-105.0770113
6663,2017,NoGroup,NotRecruited,Not recruited,Minnesota,Bloomington,United States,44.8322405,-93.3204872
6664,2017,Unknown,NotRecruited,Not recruited,South Carolina,Ladson,United States,32.9857275,-80.1098123
6666,2017,Unknown,NotRecruited,Not recruited,New Jersey,Lindenwold,United States,39.8244477,-74.9970088
6669,2017,Unknown,NotRecruited,Not recruited,New York,Colonie,United States,42.7178558,-73.8334554
6670,2017,NoGroup,NotRecruited,Not recruited,New York,Brooklyn,United States,40.6526006,-73.9497211
6673,2016,Unknown,Unknown,Unknown,Florida,Port Richey,United States,28.2716755,-82.7195451
6674,2015,Unknown,Unknown,Unknown,Florida,Port Richey,United States,28.2716755,-82.7195451
6675,2015,Unknown,Unknown,Unknown,Florida,Port Richey,United States,28.2716755,-82.7195451
6678,2016,Unknown,NotRecruited,Not recruited,Florida,Orange Park,United States,30.1654707,-81.7016346
6679,2017,Follower,Unknown,Unknown,California,Fresno,United States,36.7394421,-119.78483
6680,2017,Unknown,NotRecruited,Not recruited,Texas,Richardson,United States,32.9481789,-96.7297206
6681,2015,Follower,Unknown,Unknown,California,Bakersfield,United States,35.3738712,-119.019463
6685,2017,Unknown,NotRecruited,Not recruited,Illinois,Zion,United States,42.4501169,-87.8337753
6686,2017,Unknown,Unknown,Unknown,Illinois,Zion,United States,42.4501169,-87.8337753
6688,2017,Leader,Unknown,Unknown,California,Oakdale,United States,37.7665947,-120.8471545
6693,2017,Follower,Recruited,Group member,Pennsylvania,Bethlehem,United States,40.6178915,-75.3786521
6694,2017,Follower,Unknown,Unknown,Virginia,Annandale,United States,38.8303098,-77.1964966
6696,2017,NoGroup,NotRecruited,Not recruited,Washington,Auburn,United States,47.3075369,-122.2301808
6697,2017,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6698,2017,Unknown,NotRecruited,Not recruited,Texas,Austin,United States,30.2711286,-97.7436995
6699,2016,Follower,Unknown,Unknown,California,Anaheim,United States,33.8347516,-117.911732
6701,2017,Leader,Unknown,Unknown,Florida,Tampa,United States,27.9449854,-82.4583107
6702,2020,Follower,NotRecruited,Not recruited,Massachusetts,Leominister,United States,NA,NA
6703,2015,Unknown,NotRecruited,Not recruited,Oregon,Hillsboro,United States,45.5228939,-122.989827
6705,2014,Leader,Unknown,Unknown,Colorado,Denver,United States,39.7392364,-104.984862
6708,2017,Unknown,NotRecruited,Not recruited,Ohio,Dayton,United States,39.7589478,-84.1916069
6711,2017,NoGroup,NotRecruited,Not recruited,Ohio,Cincinnati,United States,39.1012809,-84.5127405
6713,2017,NoGroup,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6714,2017,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6715,2017,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6716,2017,NoGroup,NotRecruited,Not recruited,Florida,Stuart,United States,27.197983,-80.2519175
6717,2017,NoGroup,NotRecruited,Not recruited,California,San Rafael,United States,37.9747795,-122.5316686
6718,2017,Follower,Unknown,Unknown,Pennsylvania,Doylestown,United States,40.3100446,-75.1304588
6720,2017,Unknown,NotRecruited,Not recruited,New Jersey,Point Pleasant,United States,40.0831714,-74.0681931
6721,2017,Unknown,NotRecruited,Not recruited,District of Columbia,Washington,United States,38.8950982,-77.0363849
6722,2017,NoGroup,NotRecruited,Not recruited,Florida,Collier County,United States,NA,NA
6727,2014,Follower,NotRecruited,Not recruited,Utah,Salt Lake City,United States,40.7596198,-111.886797
6729,2013,Unknown,Unknown,Unknown,Connecticut,Portland,United States,41.5729076,-72.6406905
6730,2017,Leader,NotRecruited,Not recruited,Texas,Houston,United States,29.7589382,-95.3676974
6731,2017,Follower,NotRecruited,Not recruited,Texas,Alpine,United States,30.3602181,-103.6628596
6732,2016,Leader,NotRecruited,Not recruited,Texas,Alpine,United States,30.3602181,-103.6628596
6733,2016,NoGroup,NotRecruited,Not recruited,Texas,Alpine,United States,30.3602181,-103.6628596
6734,2017,Follower,Unknown,Unknown,Minnesota,Minneapolis,United States,44.9772995,-93.2654692
6735,2017,Unknown,Unknown,Unknown,Minnesota,Saint Paul,United States,44.9497487,-93.0931028
6736,2013,Follower,Unknown,Unknown,Wisconsin,Stevens Point,United States,44.5234467,-89.5844457
6737,2017,Follower,NotRecruited,Not recruited,Connecticut,New Haven,United States,41.3082138,-72.9250518
6738,2017,Leader,NotRecruited,Not recruited,Connecticut,New Haven,United States,41.3082138,-72.9250518
6740,1997,Follower,Unknown,Unknown,Connecticut,New Haven,United States,41.3082138,-72.9250518
6741,2017,Associate,NotRecruited,Not recruited,North Dakota,Cannon Ball,United States,46.3895659,-100.5968202
6742,2016,Unknown,Unknown,Unknown,Minnesota,-99,United States,NA,NA
6743,2016,NoGroup,NotRecruited,Not recruited,New Mexico,Aztec,United States,36.8220629,-107.992899
6745,2016,Leader,Unknown,Unknown,Tennessee,Memphis,United States,35.1460249,-90.0517638
6746,2017,Follower,Unknown,Unknown,Iowa,Des Moines,United States,41.5868654,-93.6249494
6747,2017,Unknown,Unknown,Unknown,Oklahoma,Tulsa,United States,36.1563122,-95.9927516
6748,2017,Leader,NotRecruited,Not recruited,Tennessee,Memphis,United States,35.1460249,-90.0517638
6749,2017,Unknown,Unknown,Unknown,Missouri,Rutledge,United States,40.3136488,-92.0882345
6750,2017,Leader,NotRecruited,Not recruited,Missouri,University City,United States,38.6569083,-90.3103443
6751,2017,Unknown,Unknown,Unknown,Tennessee,Germantown,United States,35.0867577,-89.8100858
6752,2017,Follower,NotRecruited,Not recruited,Arkansas,Mountain Home,United States,36.3361391,-92.3801187
6753,2017,Follower,Unknown,Unknown,Oklahoma,Glenpool,United States,35.9553523,-96.008778
6754,2017,Follower,Unknown,Unknown,Iowa,Des Moines,United States,41.5868654,-93.6249494
6755,2017,Leader,Unknown,Unknown,Tennessee,Memphis,United States,35.1460249,-90.0517638
6756,2017,Follower,NotRecruited,Not recruited,Missouri,Rutledge,United States,40.3136488,-92.0882345
6757,2016,Unknown,NotRecruited,Not recruited,Colorado,Denver,United States,39.7392364,-104.984862
6758,2017,NoGroup,NotRecruited,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6759,2017,Follower,Unknown,Unknown,Texas,Houston,United States,29.7589382,-95.3676974
6760,2017,Unknown,NotRecruited,Not recruited,Florida,Kissimmee,United States,28.2918995,-81.4075838
6761,2017,NoGroup,NotRecruited,Not recruited,Oregon,Eugene,United States,44.0505054,-123.0950506
6763,2017,Unknown,NotRecruited,Not recruited,Missouri,Kansas City,United States,39.100105,-94.5781416
6766,2011,Unknown,Unknown,Unknown,California,Santa Barbara,United States,34.4221319,-119.702667
6767,2014,NoGroup,NotRecruited,Not recruited,Maryland,Greenbelt,United States,39.004607,-76.8756838
6768,2015,NoGroup,NotRecruited,Not recruited,Iowa,Ames,United States,42.0267567,-93.6170448
6770,2012,NoGroup,NotRecruited,Not recruited,New York,Queens,United States,40.7135078,-73.8283132
6771,2014,Follower,NotRecruited,Not recruited,Georgia,Alpharetta,United States,34.0755962,-84.2945964
6772,2011,Follower,Recruited,Friend,Mississippi,Brandon,United States,32.2731475,-89.9868058
6773,2011,Follower,Unknown,Unknown,Mississippi,Brandon,United States,32.2731475,-89.9868058
6774,2011,Follower,Unknown,Unknown,Mississippi,Brandon,United States,32.2731475,-89.9868058
6775,2015,Follower,Unknown,Unknown,Missouri,Springfield,United States,37.2081729,-93.2922715
6776,2015,Follower,Unknown,Unknown,Missouri,Springfield,United States,37.2081729,-93.2922715
6784,2015,NoGroup,NotRecruited,Not recruited,Florida,North Palm Beach,United States,26.8237944,-80.0559266
6785,2020,Follower,Unknown,Unknown,Arizona,-99,United States,NA,NA
6788,2015,NoGroup,NotRecruited,Not recruited,Massachusetts,Burlington,United States,42.5048167,-71.1956111
6789,2015,Unknown,NotRecruited,Not recruited,Massachusetts,Burlington,United States,42.5048167,-71.1956111
6790,2017,NoGroup,NotRecruited,Not recruited,California,Upland,United States,34.09751,-117.6483876
6792,2015,NoGroup,NotRecruited,Not recruited,California,Fresno,United States,36.7394421,-119.78483
6793,2016,NoGroup,NotRecruited,Not recruited,California,Fresno,United States,36.7394421,-119.78483
6794,2016,Unknown,NotRecruited,Not recruited,California,-99,United States,37.4122712,-121.9576697
6795,2016,Unknown,NotRecruited,Not recruited,California,-99,United States,37.4122712,-121.9576697
6796,2016,Unknown,Unknown,Unknown,California,Lancaster,United States,34.6981064,-118.1366153
6800,2016,NoGroup,NotRecruited,Not recruited,Illinois,Evanston,United States,42.0470043,-87.6846053
6801,2016,NoGroup,NotRecruited,Not recruited,Illinois,Evanston,United States,42.0470043,-87.6846053
6802,2016,NoGroup,NotRecruited,Not recruited,Indiana,Nashville,United States,39.207242,-86.2469472
6803,2016,NoGroup,NotRecruited,Not recruited,Iowa,Iowa City,United States,41.6612561,-91.5299106
6804,2016,NoGroup,NotRecruited,Not recruited,Kansas,Kansas City,United States,39.1134562,-94.626497
6806,2013,NoGroup,NotRecruited,Not recruited,New York,Manhattan,United States,40.7579554,-73.9855319
6807,2016,NoGroup,NotRecruited,Not recruited,Oregon,Klamath Falls,United States,42.224867,-121.78167
6808,2012,NoGroup,NotRecruited,Not recruited,Texas,Corpus Christi,United States,27.7635302,-97.4033191
6811,2016,Leader,NotRecruited,Not recruited,Wisconsin,Madison,United States,43.07469,-89.3841663
6812,2016,NoGroup,NotRecruited,Not recruited,New Jersey,Bayonne,United States,40.6687141,-74.1143091
6814,2011,Unknown,Unknown,Unknown,New York,Brooklyn,United States,40.6526006,-73.9497211
6815,2011,Follower,Unknown,Not recruited,New York,New York,United States,40.7127281,-74.0060152
6817,2017,NoGroup,NotRecruited,Not recruited,Montana,Belgrade,United States,45.776288,-111.1771685
6818,2017,NoGroup,NotRecruited,Not recruited,California,Bakersfield,United States,35.3738712,-119.019463
6819,2017,NoGroup,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6822,2001,Follower,Unknown,Unknown,New York,Sidney,United States,42.3157824,-75.392776
6823,2017,Leader,Recruited,Unknown,Virginia,Bumpass,United States,37.9634326,-77.7372791
6824,2017,Leader,Unknown,Unknown,Virginia,Waynesboro,United States,38.0686668,-78.8893999
6825,2017,Follower,Recruited,Family,Maryland,Silver Spring,United States,38.9959461,-77.0276231
6826,2017,Leader,NotRecruited,Not recruited,Florida,Tampa,United States,27.9449854,-82.4583107
6829,2017,Unknown,NotRecruited,Not recruited,Virginia,Charlottesville,United States,38.029306,-78.4766781
6831,2016,NoGroup,NotRecruited,Not recruited,Texas,Winnie,United States,29.8202205,-94.3840777
6832,2017,NoGroup,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6833,2017,NoGroup,NotRecruited,Not recruited,California,San Leandro,United States,37.7249296,-122.1560768
6835,2017,NoGroup,NotRecruited,Not recruited,North Carolina,Havelock,United States,34.8785,-76.9014457
6836,2017,NoGroup,Unknown,Unknown,North Carolina,Jacksonville,United States,34.7509962,-77.4309829
6837,2017,NoGroup,NotRecruited,Not recruited,New York,Brooklyn,United States,40.6526006,-73.9497211
6845,2017,NoGroup,NotRecruited,Not recruited,Illinois,Belleville,United States,38.5135805,-89.9841627
6846,2016,Unknown,NotRecruited,Not recruited,Michigan,Dearborn,United States,42.3222599,-83.1763145
6847,2017,Follower,Recruited,Group member,New York,New York,United States,40.7127281,-74.0060152
6849,2017,Unknown,NotRecruited,Not recruited,Alabama,Huntsville,United States,34.729847,-86.5859011
6850,2017,NoGroup,NotRecruited,Not recruited,Washington,Snoqualmie,United States,47.5289527,-121.827093
6854,2012,Leader,NotRecruited,Not recruited,Florida,Saint Cloud,United States,28.2498534,-81.2839038
6856,2012,Follower,Unknown,Unknown,Florida,Cocoa,United States,28.3556635,-80.7325345
6866,2017,Associate,NotRecruited,Not recruited,Hawaii,Honolulu,United States,21.304547,-157.855676
6867,2013,Leader,Unknown,Unknown,Alabama,Ozark,United States,31.4584764,-85.6405865
6869,2017,NoGroup,NotRecruited,Not recruited,Nebraska,Omaha,United States,41.2587459,-95.9383758
6873,2017,NoGroup,NotRecruited,Not recruited,California,Long Beach,United States,33.7690164,-118.191604
6875,2017,NoGroup,NotRecruited,Not recruited,New York,Brooklyn,United States,40.6526006,-73.9497211
6876,2017,NoGroup,NotRecruited,Not recruited,New York,Brooklyn,United States,40.6526006,-73.9497211
6877,2017,Unknown,NotRecruited,Not recruited,California,Oakland,United States,37.8044557,-122.271356
6878,2017,NoGroup,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6879,2016,Associate,Unknown,Unknown,Indiana,Fort Wayne,United States,41.0799898,-85.1386015
6882,2017,Unknown,Unknown,Unknown,Arizona,Phoenix,United States,33.4484367,-112.074141
6885,2016,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6887,2016,NoGroup,NotRecruited,Not recruited,North Carolina,Fayetteville,United States,35.0525759,-78.878292
6888,2016,NoGroup,NotRecruited,Not recruited,Florida,Sunrise,United States,26.1666888,-80.2787573
6893,2017,Unknown,NotRecruited,Not recruited,Kentucky,Florence,United States,38.9989499,-84.6266111
6895,2012,Follower,Unknown,Unknown,Virginia,Haymarket,United States,38.8121398,-77.6368038
6896,2017,NoGroup,NotRecruited,Not recruited,Texas,Houston,United States,29.7589382,-95.3676974
6897,2017,Unknown,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6898,2017,Leader,Unknown,Unknown,California,Sacramento,United States,38.5810606,-121.493895
6899,2017,Follower,Unknown,Unknown,Texas,College Station,United States,30.6183939,-96.3455991
6900,2017,Associate,Unknown,Unknown,Texas,Somerville,United States,30.3441909,-96.5291263
6901,2017,Associate,Unknown,Unknown,New York,Queens,United States,40.7135078,-73.8283132
6902,2016,Leader,Unknown,Unknown,Utah,Stockton,United States,40.4531829,-112.36104
6903,2017,Unknown,NotRecruited,Not recruited,Michigan,Ypsilanti,United States,42.241051,-83.6117646
6905,2017,Leader,Unknown,Unknown,Maryland,Baltimore,United States,39.2908816,-76.610759
6908,2004,Unknown,Unknown,Unknown,California,Los Angeles,United States,34.0536909,-118.242766
6910,2017,Associate,Unknown,Unknown,Virginia,Henrico,United States,37.6294756,-77.5189032
6915,2017,NoGroup,NotRecruited,Not recruited,New Jersey,Scotch Plains,United States,40.65538,-74.3898732
6923,2017,NoGroup,NotRecruited,Not recruited,California,Fullerton,United States,33.8708215,-117.929416
6924,2017,Follower,Unknown,Unknown,Minnesota,Saint Louis Park,United States,44.9475726,-93.3569023
6926,2016,NoGroup,NotRecruited,Not recruited,Arizona,Lake Havasu City,United States,34.4775296,-114.3379972
6933,2015,Unknown,Unknown,Unknown,California,Hermosa Beach,United States,33.8637822,-118.3992143
6934,2008,Follower,Unknown,Unknown,Pennsylvania,Pittsburgh,United States,40.4406968,-80.0025666
6944,2017,NoGroup,NotRecruited,Not recruited,North Carolina,Raleigh,United States,35.7803977,-78.6390989
6947,2017,Follower,NotRecruited,Not recruited,Texas,Plano,United States,33.0136764,-96.6925096
6948,2017,Associate,Unknown,Unknown,Texas,Plano,United States,33.0136764,-96.6925096
6951,2017,NoGroup,NotRecruited,Not recruited,Oregon,Portland,United States,45.5202471,-122.674194
6952,2017,Follower,Unknown,Unknown,Arkansas,Ward,United States,35.0303648,-91.950421
6954,2017,NoGroup,NotRecruited,Not recruited,Washington,Spokane,United States,47.6571934,-117.42351
6957,2017,NoGroup,NotRecruited,Not recruited,Tennessee,Murfreesboro,United States,35.8460396,-86.3921096
6958,2017,NoGroup,NotRecruited,Not recruited,Tennessee,Murfreesboro,United States,35.8460396,-86.3921096
6960,2016,NoGroup,NotRecruited,Not recruited,Massachusetts,Chelmsford,United States,42.5968617,-71.3517602
6963,2017,NoGroup,NotRecruited,Not recruited,Washington,Seattle,United States,47.6038321,-122.330062
6970,2017,Follower,Unknown,Unknown,Texas,Richmond,United States,29.5821811,-95.7607832
6972,2017,Unknown,NotRecruited,Not recruited,Texas,Pasadena,United States,29.6910753,-95.2092076
6978,2016,Follower,Unknown,Friend,Virginia,Prince William County,United States,NA,NA
6981,2017,Unknown,NotRecruited,Not recruited,New Jersey,Paterson,United States,40.9167654,-74.171811
6983,1983,NoGroup,NotRecruited,Not recruited,Georgia,Sunny Side,United States,33.3406695,-84.2907566
6984,1983,NoGroup,NotRecruited,Not recruited,Georgia,Sunny Side,United States,33.3406695,-84.2907566
